NO. SAMPLES, 226,
Slow Walk,0.000000,
Med Walk,0.820000,
Fast Walk,0.988636,
Short Jump,0.000000,
Med Jump,0.400000,
High Jump,0.680851,
Up Slow,0.000000,
Down Slow,0.000000,
Up Med,1.000000,
Down Med,0.000000,
Up Fast,0.000000,
Down Fast,0.000000,
Right Turn,0.000000,
Left Turn,0.000000,
