2, 2
2, 2
2, 2
14, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
1, 2
1, 2
2, 2
3, 2
2, 2
2, 2
2, 2
2, 2
4, 2
2, 2
2, 2
2, 2
2, 2
6, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
1, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
-1, 3
3, 3
3, 3
3, 3
3, 3
2, 3
3, 3
2, 3
2, 3
2, 3
3, 3
12, 3
3, 3
2, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
2, 3
3, 3
2, 3
2, 3
3, 3
3, 3
12, 3
3, 3
3, 3
3, 3
3, 3
12, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
6, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
12, 3
3, 3
6, 3
3, 3
3, 3
3, 3
3, 3
3, 3
6, 3
3, 3
3, 3
3, 3
14, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
4, 3
3, 3
3, 3
3, 3
3, 3
3, 3
6, 3
11, 9
11, 9
9, 9
6, 9
9, 9
7, 9
9, 9
7, 9
7, 9
14, 9
14, 9
9, 9
9, 9
7, 9
14, 9
9, 9
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
5, 6
6, 6
12, 6
6, 6
6, 6
6, 6
6, 6
12, 6
6, 6
5, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
10, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
6, 6
5, 6
6, 6
12, 6
4, 5
4, 5
6, 5
4, 5
4, 5
4, 5
6, 5
6, 5
6, 5
6, 5
6, 5
5, 5
5, 5
6, 5
6, 5
6, 5
